lyrics
"I've been rundown I've been lied to I don't know why I let that mean woman make me a fool She took all my money Wrecked my new car Now she's with one of my good-time buddies They're drinking in some cross-town bar Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying My friends tell me That I've been such a fool And I have to stand down and take it, babe All for loving you I drown myself in sorrow As I look at what you've done Nothing seems to change Bad times stay the same And I can't run Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying"
"My death is like A swinging door A patient girl who knows the score Whistle for her And the passing time My death waits like A bible truth At the funeral of my youth Weep loud for that And the passing time My death waits like A witch at night And surely as our love is bright Let's laugh for us And the passing time But whatever is behind the door There is nothing much to do Angel or devil I don't care For in front of that door There is you My death waits like A beggar blind Who sees the world with an unlit mind Throw him a dime For the passing time My death waits To allow my friends A few good times before it ends Let's drink to that And the passing time My death waits in Your arms, your thighs Your cool fingers will close my eyes Let's not talk about The passing time But whatever is behind the door There is nothing much to do Angel or devil I don't care For in front of that door There is you My death waits Among the falling leaves In magicians, mysterious sleeves Rabbits, dogs And the passing time My death waits Among the flowers Where the blackest shadow cowers Let's pick lilacs For the passing time My death waits in A double bed Sails of oblivion at my head Pull up the sheets Against the passing time But whatever is behind the door There is nothing much to do Angel or devil I don't care For in front of that door There is you"
"You're just too good to be true Can't take my eyes off  of you You'd be like Heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off you Pardon the way that I stare There's nothing else to compare The sight of you leaves me weak There are no words left to speak But if you feel like I feel Please let me know that it's real You're just too good to be true Can't take my eyes off you I love you, baby, and if it's quite alright I need you, baby, to warm a lonely night I love you, baby, trust in me when I say: Oh, pretty baby, don't bring me down, I pray Oh, pretty baby, now that I found you, stay And let me love you, baby, let me love you You're just too good to be true Can't take my eyes off of you You'd be like Heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off you I love you, baby, and if it's quite alright I need you, baby, to warm a lonely night I love you, baby, trust in me when I say: Oh, pretty baby, don't bring me down, I pray Oh, pretty baby, now that I found you, stay Oh, pretty baby, trust in me when I say"
"When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again! Yeah, yeah, yeah! Do you, don't you want me to love you? I'm coming down fast, but I'm miles above you Tell me, tell me, tell me, come on, tell me the answer Well, you may be a lover, but you ain't no dancer Go, Helter skelter Helter skelter Helter skelter Yeah Woo! Oh, will you, won't you want me to make you? I'm coming down fast, but don't let me break you Tell me, tell me, tell me the answer! You may be a lover but you ain't no dancer Look out! Helter skelter Helter skelter Helter skelter Ooh! Look out! 'Cause here she comes When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again! Yeah, yeah, yeah! Well, do you, don't you want me to make you? I'm coming down fast but don't let me break you Tell me, tell me, tell me your answer! You may be a lover but you ain't no dancer Look out! Helter skelter Helter skelter Helter skelter Look out! Helter skelter! She's coming down fast! Yes, she is! Yes, she is Coming down fast Can you hear me speaking? NA I got blisters on my fingers! When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again! Yeah, yeah, yeah! Do you, don't you want me to love you? I'm coming down fast, but I'm miles above you Tell me, tell me, tell me, come on, tell me the answer Well, you may be a lover, but you ain't no dancer Go, Helter skelter Helter skelter Helter skelter Yeah Woo! Oh, will you, won't you want me to make you? I'm coming down fast, but don't let me break you Tell me, tell me, tell me the answer! You may be a lover but you ain't no dancer Look out! Helter skelter Helter skelter Helter skelter Ooh! Look out! 'Cause here she comes When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again! Yeah, yeah, yeah! Well, do you, don't you want me to make you? I'm coming down fast but don't let me break you Tell me, tell me, tell me your answer! You may be a lover but you ain't no dancer Look out! Helter skelter Helter skelter Helter skelter Look out! Helter skelter! She's coming down fast! Yes, she is! Yes, she is Coming down fast Can you hear me speaking? NA I got blisters on my fingers!"
"I was never spellbound by a starry sky What is there to moon glow, when love has passed you by Then there came a midnight and the world was new Now here am I so spellbound, darling Not by stars, but just by you At last my love has come along My lonely days are over and life is like a song At last the skies above are blue My heart was wrapped in clover the night I looked at you I found a dream that I can speak to A dream that I can call my own I found a thrill to press my cheek to A thrill I've never known You smiled and then the spell was cast And here we are in Heaven For you are mine at last At last my love has come along My lonely days are over and life is like a song At last the skies above are blue My heart was wrapped in clover the night I looked at you I found a dream that I can speak to A dream that I can call my own I found a thrill to press my cheek to A thrill I've never known You smiled and then the spell was cast And here we are in Heaven"
"Huh, huh, huh Please allow me to introduce myself I'm a man of wealth and taste I've been around for a long, long year Stole many a man's soul and faith I was 'round when Jesus Christ Had his moment of doubt and pain Made damn sure that Pilate Washed his hands and sealed his fate Pleased to meet you, hope you guess my name But what's puzzling you is the nature of my game I stuck around St. Petersburg When I saw it was a time for a change Killed the Czar and his ministers Anastasia screamed in vain I rode a tank, held a general's rank When the Blitzkrieg raged and the bodies stank Pleased to meet you, hope you guess my name But what's puzzling you is the nature of my game I watched with glee while your kings and queens Fought for ten decades for the gods they made I shouted out, ""Who killed the Kennedys?""When after all, it was you and me Let me please introduce myself I'm a man of wealth and taste And I laid traps for troubadours Who get killed before they reach Bombay Pleased to meet you, hope you guess my name But what's puzzling you is the nature of my game Oh yeah, get down heavy! NA Pleased to meet you, hope you guess my name, oh yeah But what's confusin' you is just the nature of my game Just as every cop is a criminal And all the sinners saints As heads is tails, just call me Lucifer Cause I'm in need of some restraint So if you meet me, have some courtesy Have some sympathy, and some taste Use all your well-learned politesse Or I'll lay your soul to waste Pleased to meet you, hope you guessed my name But what's puzzling you is the nature of my game NA"
"You need coolin', baby, I'm not foolin' I'm going to send you back to schoolin'Way down inside, honey, you need it I'm goin' to give you my love I'm goin' to give you my love, oh Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love You've been learnin', baby, I've been yearnin'All them good times, baby, baby, I've been learnin'Way, way down inside, honey, you need it I'm gonna give you my love, ah I'm goin' to give you my love, ah, oh Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love NA NA You've been coolin', baby, I've been droolin' All the good times, baby, I've been misusin'Way, way down inside, I'm goin' to give you my love I'm goin' to give you every inch of my love Goin' to give you my love, hey, alright, yes, sir Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love Way down inside, woman, you need love Shake for me, girl, I want to be your backdoor man Hey! Oh! Hey! Oh! Hey! Oh!Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby You need coolin', baby, I'm not foolin' I'm going to send you back to schoolin'Way down inside, honey, you need it I'm goin' to give you my love I'm goin' to give you my love, oh Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love You've been learnin', baby, I've been yearnin'All them good times, baby, baby, I've been learnin'Way, way down inside, honey, you need it I'm gonna give you my love, ah I'm goin' to give you my love, ah, oh Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love NA NA You've been coolin', baby, I've been droolin' All the good times, baby, I've been misusin'Way, way down inside, I'm goin' to give you my love I'm goin' to give you every inch of my love Goin' to give you my love, hey, alright, yes, sir Want a whole lotta love Want a whole lotta love Want a whole lotta love Want a whole lotta love Way down inside, woman, you need love Shake for me, girl, I want to be your backdoor man Hey! Oh! Hey! Oh! Hey! Oh!Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby Keep it coolin', baby"
"I read the news today, oh boy About a lucky man who made the grade And though the news was rather sad Well, I just had to laugh I saw the photograph He blew his mind out in a car He didn't notice that the lights had changed A crowd of people stood and stared They'd seen his face before Nobody was really sure if he was from the House of Lords I saw a film today, oh boy The English Army had just won the war A crowd of people turned away But I just had to look Having read the book I'd love to turn you on NA Woke up, fell out of bed Dragged a comb across my head Found my way downstairs and drank a cup And looking up I noticed I was late Found my coat and grabbed my hat Made the bus in seconds flat Found my way upstairs and had a smoke And somebody spoke and I went into a dream I read the news today, oh boy 4,000 holes in Blackburn, Lancashire And though the holes were rather small They had to count them all Now they know how many holes it takes to fill the Albert Hall I'd love to turn you on NA"
"NA Hey Joe Where you going with that gun in your hand? Hey Joe I said, where you going with that gun in your hand? I'm going down to shoot my old lady You know, I caught her messing around with another man I'm going down to shoot my old lady You know, I caught her messing around with another man And that ain't too cool Hey Joe I heard you shot your woman down You shot her down, now Hey Joe I heard you shot your old lady down You shot her down to the ground Yeah Yes I did, I shot her You know, I caught her messing around, messing around town Yes I did, I shot her You know, I caught my old lady messing around town And I gave her the gun I shot her! Hey Joe, alright Shoot her one more time, baby Hey Joe, said now Where you going to run to now? Where you going to run to? Hey Joe, I said Where you going to run to now? Where you, where you going to go? Well, dig it I'm going way down south Way down to Mexico way Alright I'm going way down south Way down where I can be free There's no one going to find me Ain't no hangman going to He ain't gonna put a rope around me You better believe it right now I got to go now Hey Joe You better run on down Goodbye everybody, ow! Hey Joe, uh Run on down"
"Like a sound you hear That lingers in your ear But you can't forget From sundown to sunset It's all in the air You hear it everywhere No matter what you do It's gonna grab a hold on you California soul, California soul They say the sun comes up every morning And if you listen carefully The winds that ride on the high time Whistle a melody And so the people started to sing And that's how the surf gave birth untold California soul, California soul When you hear the beat You wanna pat your feet And you've got to move Cause it's really such a groove Puts a brand new kind of thinking in your mind And you can't go wrong Cause you're groovin' all day long California soul, California soul They had the melody and the beat But it still didn't seem complete Until they saw two lovers kissin' They knew just what was missin' So happy they were rockin' and reelin' Because they added that lovin' feeling To California soul, California soul California soul California California California"
