lyrics
"Maybe I didn't treat you Quite as good as I should Maybe I didn't love you Quite as often as I could Little things I should have said and done I never took the time You were always on my mind You were always on my mind Maybe I didn't hold you All those lonely lonely times And I guess I never told you I'm so happy that you're mine If I made you feel second best I'm so sorry I was blind You were always on my mind You were always on my mind Tell me Tell me that your sweet love hasn't died Give me One more chance to keep you satisfied Satisfied Little things I should have said and done I never took the time You were always on my mind You were always on my mind Tell me Tell me that your sweet love hasn't died Give me One more chance to keep you satisfied You were always on my mind You were always on my mind You were always on my mind You were always on my mind You were always on my mind You were always on my mind Maybe I didn't treat you quite as good as I should Maybe I didn't love you quite as often as I could Maybe I didn't hold you all those lonely, lonely times And I guess I never told you, I'm so happy that you're mine (Maybe I didn't love you...) Maybe I didn't treat you Quite as good as I should Maybe I didn't love you Quite as often as I could Little things I should have said and done I never took the time You were always on my mind You were always on my mind Maybe I didn't hold you All those lonely lonely times And I guess I never told you I'm so happy that you're mine If I made you feel second best I'm so sorry I was blind You were always on my mind You were always on my mind Tell me Tell me that your sweet love hasn't died Give me One more chance to keep you satisfied Satisfied Little things I should have said and done I never took the time You were always on my mind You were always on my mind Tell me Tell me that your sweet love hasn't died Give me One more chance to keep you satisfied You were always on my mind You were always on my mind You were always on my mind You were always on my mind You were always on my mind You were always on my mind Maybe I didn't treat you quite as good as I should Maybe I didn't love you quite as often as I could Maybe I didn't hold you all those lonely, lonely times And I guess I never told you, I'm so happy that you're mine (Maybe I didn't love you...)"
"Hello? Hey What's going on? How come I never see you no more, where you been? Yeah? Well you should call me When? Well, I get all my messages, I-- I never got any from you Well that number that you gave me must be the wrong number, because every time I call it... I just get a busy signal Why don't you get call waiting or something? Your number's always busy Why don't you-- you should call me Yeah I know Yeah I never run into you no more Uh huh Oh Uh huh Okay Okay Okay Are you ready? Are you ready for my beat? Are you ready for my beat? Are you ready for my beat? Are you ready for my beat? Beat, beat, beat, beat, beat Beat, beat, beat, beat, beat Beat, beat, beat, beat, beat Beat, beat, beat, beat, beat Beat, beat, beat, beat, beat Beat, beat It's always busy on your telephone line Why don't you call me? Call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me It's always busy on your telephone line Why don't you call me? Call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me, call me Call me You can call me any time on my hello happy line You can call me any time on my hello happy line You can call me any time on my hello happy line You can call me any time on my hello happy line You can call me any time on my hello happy line You can call me Call me, call me Call me, call me Call me, call me Call me, call me Call me Are you ready? Hello? Who? Oh yeah yeah, I remember Long time no see You wanna do what? Oh well that's not going to work anymore Well, you should've called me Oh Yeah Well look, I got your number I'll call you I- I'll call you, man Yeah I will All right Bye"
"Whoa, oh, yeah (Ah) I gotta new life You would hardly recognize me I'm so glad How could a person like me care for you? (Ah) Why do I bother When you're not the one for me Ooh, is enough, enough? I saw the sign and it opened up my eyes I saw the sign Life is demanding without understanding I saw the sign and it opened up my eyes I saw the sign No one's gonna drag you up to get into the light where you belong... But where do you belong? (Ah) Under the pale moon For so many years I've wondered who you are How could a person like you bring me joy? Under the pale moon Where I see a lot of stars Ooh is enough, enough? I saw the sign and it opened up my eyes I saw the sign Life is demanding without understanding I saw the sign and it opened up my eyes I saw the sign No one's gonna drag you up to get into the light where you belong... But where do you belong? Oh, oh oh! NA I saw the sign and it opened up my mind! And I am happy now living without you I've left you, oh-oh-OH! I saw the sign and it opened up my eyes I saw the sign No one's gonna drag you up to get into the light where you belong (I saw the sign - I saw the si-i-ign) I saw the sign! (I saw the sign - I saw the si-ig-i-ign) (I saw the sign - I saw the sign) i saw the sign! And it opened up my eyes, I saw the sign!"
"I was taken by surprise I was shattered by your eyes Living far beyond my means Do you know how that feels? I was waiting for so long I was praying to belong Only holding out to see and believing There's only one strong enough And hard enough to give you away In this big area of mine Sometimes you break me up inside Saying I, I want to let you go Got that feeling if anyone who comes to know you Long enough will give you away There was never one as I Who could stand the reasons why Who would even take the time Did you care, was I right? Only once did you try Even then it was hard enough Just for you to realize or believe There was only one strong enough Or hard enough to give you away In this big area of mine Sometimes you break me up inside Saying I, I want to let you go Got that feeling if anyone who comes to know you Long enough will give you away In this big area In this big area of mine Sometimes you break me up inside Saying I, I want to let you go Got that feeling if anyone who comes to know you Long enough will give you away Sometimes you break me up inside In this big area of life Saying I, I wnat to let you go Got that feeling if anyone who comes to know you Long enough will give you away I was taken by surprise I was shattered by your eyes Breaking down Something so right and so fine"
"Run away, run away, run away and save your life Run away, run away, run away if you want to survive Run away, run away, run away and save your life Run away, run away, run away if you want to survive Money, sex in full control, a generation without soul Perfect people in a perfect world Behind closed doors all in control Life, in a world of luxury Cold cash money mentality You gotta keep the faith, you gotta keep the faith You'd better keep the faith and run away Run away, run away, run away and save your life Run away, run away, run away if you want to survive Run away, run away, run away and save your life Run away, run away, run away if you want to survive It's time to break free, oh oh oh oh, run away, oh oh oh oh You better break free, oh oh oh oh, run away, oh oh oh oh Money, sex in full control, look, big brother is watching you Unlock your brain and save your soul No more limits, no more curfew Life in the perfect system Take a stand and fight for freedom Keep the faith, you gotta keep the faith You'd better keep the faith and run away Run away, run away, run away and save your life Run away, run away, run away if you want to survive Run away, run away, run away and save your life Run away, run away, run away if you want to survive Run away, run away, run away and save your life Run away, run away, run away if you want to survive Run away, run away, run away and save your life Run away, run away, run away if you want to survive It's time to break free, oh oh oh oh, run away, oh oh oh oh You better break free, oh oh oh oh, run away, oh oh oh oh Keep the faith, you gotta keep the faith You'd better keep the faith and run away Keep the faith, you gotta keep the faith You'd better keep the faith and run away"
"(More and more and more I don't know where we're going to More and more and more There's so much we don't wanna do) ('Cause we lie, we cheat and we learn From each and every heart affair Yes, we lie, we cheat and we hurt 'Till somebody's in despair) Boom, keep in tune Hollywood will soon left to a point Right to the point Smokin', like it's a joint Makin' Ain't got time to be fakin' It's my turn and I'm takin' Everything without shakin', yo, here with the bacon Happy is how we should be Realise that we are wealthy Livin' here on this Earth Enjoy what it's worth Anger left behind you Just don't let it find you Love will not remain As long as you complain (More and more and more I don't know where we're going to More and more and more There's so much we don't wanna do) ('Cause we lie, we cheat and we learn From each and every heart affair Yes, we lie, we cheat and we hurt 'Till somebody's in despair) (More and more and more More and more and more) More and more bam, don't give a damn Pump the music and jam There's no time for the problem Not a thought to some But just make sure you get it Show the fella's you with it Be impromptu, you get it Never will you forget it There's a way to stop this Listen to the prophets Everything they said Yo, it should be read More he had to tell Things that made him well L.I.G.H.T. is shinin' And my brother's heart cryin' (More and more and more I don't know where we're going to More and more and more There's so much we don't wanna do) ('Cause we lie, we cheat and we learn From each and every heart affair Yes, we lie, we cheat and we hurt 'Till somebody's in despair) (More and more and more More and more and more)"
"""Американская фирма Transceptor Technology приступила к производству компьютеров «Персональный спутник."" I've got the power Like the crack of the whip, I Snap attack Front to back, in this thing called rap Dig it like a shovel, rhyme devil on a heavenly level Bang the bass, turn up the treble Radical mind, day and night all the time 7:14, wise, divine Maniac brainiac, winnin' the game I'm the lyrical Jesse James Quality I possess and say I'm fresh When my voice goes through the mesh Of the microphone that I am holding Copy written lyrics so they can't be stolen If they all Snap, don't need the police To try to save them, your voice will cease So peace, stay off my back Or I will attack, and you don't want that I've got the power I've got the power I've got the power I've got the power It's gettin', it's gettin', it's gettin' kinda hectic I've got the power I've got the power I've got the power I've got the power It's gettin', it's gettin', it's gettin' kinda hectic Quality I possess and say I'm fresh When my voice goes through the mesh Of the microphone that I am holding Copy written lyrics so they can't be stolen If they all Snap, don't need the police To try to save them, your voice will cease So peace, stay off my back Or I will attack, and you don't want that I've got the power I've got the power I've got the power I've got the power"
"I can't light no more of your darkness All my pictures seem to fade to black and white I'm growin' tired, and time stands still before me Frozen here on the ladder of my life It's much too late to save myself from fallin' I took a chance and changed your way of life But you misread my meanin' when I met you Closed the door and left me blinded by the light Don't let the sun go down on me, yeah Although I search myself, it's always someone else I see I'd just allow a fragment of your life to wander free, oh But losin' everything is like the sun goin' down on me Ladies and gentlemen, Mr. Elton John I can't find, oh, the right romantic line But see me once and see the way I feel Don't discard me (Baby, no) Just because you think I mean you harm(Just because you think I mean you harm, no) But these cuts I have (Cuts I have) They need love (They need love, they need love) To help them heal, oh Don't let the sun go down on me Although I search myself, it's always someone else I see I'd just allow a fragment of your life to wander free, oh 'Cause losin' everything is like the sun goin' down on me Don't let the sun go down on me Although I search myself, it's always someone else that I see, yeah I'd just allow a fragment of your life to wander free, baby, oh 'Cause losin' everything is like the sun goin' down on me Mr. Elton John"
"I'm crazy flowing over with ideas A thousand ways to woo a lover so sincere? Love and hate what a beautiful combination Sending shivers up and down my spine For every Casanova that appears My sense of hesitation disappears Love and hate what a beautiful combination Sending shivers up and down my spine And the lovers that you sent for me Didn't come with any satisfaction guarantee So I return them to the sender And the note attached will read How I love to hate you I love to hate you I love to hate you I love to hate you Oh you really still expect me to believe Every single letter I receive Sorry you what a shameful situation Sending shivers up and down my spine Oh I like to read murder mystery I like to know the killer isn't me Love and hate what a beautiful combination Sending shivers make me quiver Feel it sliver up and down my spine And the lovers that you sent for me Didn't come with any satisfaction guarantee So I return them to the sender And the note attached will read How I love to hate you I love to hate you I love to hate you I love to hate you And the lovers that you sent for me Didn't come with any satisfaction guarantee So I return them to the sender And the note attached will read How I love to hate you I love to hate you And the lovers that you sent for me Didn't come with any satisfaction guarantee So I return them to the sender And the note attached will read How I love to hate you I love to hate you I love to hate you I love to hate you, I love to hate you, I love to hate you"
A green plastic watering can For a fake Chinese rubber plant In a fake plastic earth That she bought from a rubber man In a town full of rubber plans To get rid of itself It wears her out It wears her out It wears her out It wears her out She lives with a broken man A cracked polystyrene man Who just crumbles and burns He used to do surgery For girls in the 80s But gravity always wins And it wears him out It wears him out It wears him out It wears... She looks like the real thing She tastes like the real thing My fake plastic love But I can't help the feeling I could blow through the ceiling If I just turn and run And it wears me out It wears me out It wears me out It wears me out And if I could be who you wanted If I could be who you wanted All the time All the time
